ID	drugs	transporters	targets	enzymes	carriers	groups
DB00887	Bumetanide	SLC10A1;SLC22A11;SLC22A6;SLC22A7;SLCO1A2;SLC22A8	SLC12A5;SLC12A4;SLC12A1;CFTR;SLC12A2	PTGS2		approved
DB00888	Mechlorethamine					investigational;approved
DB00889	Granisetron		HTR3A	CYP1A1;CYP3A4;CYP3A5;CYP2D6		investigational;approved
DB00890	Dienestrol		SHBG;ESR1			investigational;approved
DB00891	Sulfapyridine		sulI	CYP2C9		approved
DB00892	Oxybuprocaine		SCN10A	BCHE		investigational;approved
DB00893	Iron Dextran		HBA1;FTH1;FTL;HBB		TF	approved;vet_approved
DB00894	Testolactone		CYP19A1			investigational;approved
DB00895	Benzylpenicilloyl Polylysine		FCER1G;FCER1A			approved
DB00896	Rimexolone		NR3C1		SERPINA6	approved
DB00897	Triazolam		GABRR1;GABRB3;GABRG3;GABRG2;GABRG1;GABRR3;GABRQ;GABRP;GABRD;GABRE;TSPO;GABRB1;GABRA5;GABRA4;GABRB2;GABRA6;GABRA1;GABRR2;GABRA3;GABRA2	CYP2C9;CYP3A7;CYP3A4;CYP3A5;CYP2C8		investigational;approved
DB00898	Ethanol		CHRNB2;GRIA2;GRIA3;GABRG1;GRIA1;CHRNA10;SLC29A2;SLC29A1;L1CAM;GABRA5;GABRA4;GABRA6;GABRA1;KCNJ9;GABRA3;GABRA2;CACNB1;CACNA1C;CACNA1D;CHRNB4;GRIN3A;GABRG3;CACNA1S;CHRNA4;CHRNA5;CHRNA6;CHRNA7;GRIA4;CHRNA2;CHRNA3;GABRB1;GABRB2;GABRB3;CHRNA9;KCNJ3;KCNJ6;KCNJ5;GLRA2;GLRA1;GABRQ;GABRP;HTR3D;HTR3E;HTR3B;HTR3C;HTR3A;GABRE;CACNG1;CACNG2;GABRD;CHRNB3;VCAM1	CYP2C9;CYP1A1;CYP1A2;CYP4A11;ADH6;ADH5;ADH4;CYP2B6;CYP2E1;AKR1A1;CYP2C19;ADH1B;ADH1A;ADH1C;CYP3A4;ADH7		approved
DB00899	Remifentanil		OPRK1;OPRM1;OPRD1			approved
DB00900	Didanosine	SLC22A6;SLC29A2;SLC29A1	PNP;pol		ALB	approved
DB00902	Methdilazine		HRH1			approved
DB00903	Etacrynic acid	SLC22A6	LEF1;SLC12A1;GSTP1;ATP1A1	GSTA2	ALB	investigational;approved
DB00904	Ondansetron		HTR4;HTR1A;OPRM1;HTR1B;HTR3A	CYP2C9;CYP1A2;CYP2D6;CYP2E1;CYP3A7;CYP3A4;CYP3A5		approved
DB00905	Bimatoprost		PTGFR;AKR1C3;PTGER1;PTGER3			investigational;approved
DB00906	Tiagabine		SLC6A1	CYP3A4		investigational;approved
DB00907	Cocaine	SLC22A2	SLC6A3;SLC6A2;SCN11A;SLC6A4;CHRM2;SCN10A;CES1;CHRM1;SCN5A;SIGMAR1	CYP2C9;CYP2C8;CYP2D6;CYP3A7;CYP3A4;CYP3A5		illicit;approved
DB00908	Quinidine	SLCO1B1;SLC22A2;ABCB1;SLC22A4;SLC22A5;ABCB11;SLC22A1;SLCO1A2;SLC22A8;ABCC2	ADRA1A;ADRA1B;ADRA1D;KCNH2;KCNK6;KCNK1;SCN5A	CYP2C9;CYP1A1;CYP1A2;CYP2D6;CYP2C8;CYP2B6;CYP2E1;CYP3A7;CYP3A4	ORM1	investigational;approved
DB00909	Zonisamide		CA5B;SCN9A;CACNA1H;CACNA1I;CACNA1G;SCN2B;SCN2A;SCN4A;SCN4B;SCN11A;CA5A;CA14;CA13;CA12;CA11;CA10;CA9;CA8;CA3;CA2;CA1;CA7;CA6;CA4;MAOB;MAOA;SCN1B;SCN1A;SCN5A;SCN3A;SCN3B	AOX1;CYP3A4;CYP2C19		investigational;approved
DB00910	Paricalcitol		VDR	UGT1A4;CYP3A4;CYP24A1		investigational;approved
DB00911	Tinidazole			CYP3A4		investigational;approved
DB00912	Repaglinide	SLCO1B1	PPARG;ABCC8	CYP2C8;CYP3A4	ALB	investigational;approved
DB00913	Anileridine		OPRM1			illicit;approved
DB00914	Phenformin	SLC22A1;SLC22A2	KCNJ8;PRKAA1	CYP2D6		investigational;approved;withdrawn
DB00915	Amantadine	ABCB1;SLC22A1;SLC22A2	GRIN3A;DRD2;M	DDC;MAOB		approved
DB00916	Metronidazole		CYP51A1;rdxA	CYP2C9;CYP2C8;CYP3A4		approved
DB00917	Dinoprostone	SLCO3A1;SLCO1A2;SLCO4A1;SLC51B;SLCO2A1;SLC22A11;SLCO1B1;SLC51A;SLC22A6;SLC22A7;SLC22A1;SLC22A2;SLCO2B1;ABCC4;ABCC5;SLC22A8;SLCO1C1	PTGER4;PTGDR2;PTGER1;PTGER2;PTGER3	CYP1A2;CYP11A1;CYP19A1		approved
DB00918	Almotriptan		HTR1D;HTR1B	FMO3;CYP1A2;CYP2D6;CYP2C8;CYP2E1;MAOA;CYP2C19;CYP3A4		investigational;approved
DB00919	Spectinomycin		rpsL			investigational;approved;vet_approved
DB00920	Ketotifen		PGD;HRH1			approved
DB00921	Buprenorphine	ABCB1;ABCG2	OPRK1;OPRM1;OPRD1;OPRL1	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2A6;CYP2C19;UGT1A9;CYP3A7;CYP3A4;CYP3A5;CYP2C18		illicit;investigational;approved;vet_approved
DB00922	Levosimendan		KCNJ11;KCNJ8;PDE3A;TNNC1			investigational;approved
DB00923	Ceforanide		pbpA			approved
DB00924	Cyclobenzaprine		HTR2A	CYP1A2;CYP3A4;CYP2D6		approved
DB00925	Phenoxybenzamine	SLC22A1;SLC22A2;SLC22A3	ADRA1A;ADRA1B;ADRA1D;CALM1;ADRA2A;ADRA2B;ADRA2C;ADRB2	CYP3A4		approved
DB00927	Famotidine	SLC22A8;SLC22A2	HRH2	CYP2C19		approved
DB00928	Azacitidine		DNMT1	CDA		investigational;approved
DB00929	Misoprostol		PTGER4;PTGER2;PTGER3			approved
DB00930	Colesevelam					approved
DB00931	Methacycline				ALB	investigational;approved
DB00932	Tipranavir		pol	CYP3A4;CYP2C19;CYP2D6		investigational;approved
DB00933	Mesoridazine		DRD2;HTR2A	CYP2D6		investigational;approved
DB00934	Maprotiline	ABCB1	ADRA1A;SLC6A2;DRD2;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;ADRA2A;HTR7;HTR2A;HTR2C;HRH1	CYP1A2;CYP2D6	ORM1	investigational;approved
DB00935	Oxymetazoline		ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C			investigational;approved
DB00936	Salicylic acid	SLC16A1;ABCB1;SLC22A10;SLC22A11;SLC22A6;SLC22A7;SLCO2B1;SLC22A8	PTGS2;PTGS1;AKR1C1	CYP2C9	ALB	investigational;approved;vet_approved
DB00937	Diethylpropion		SLC6A3;SLC6A2			illicit;approved
DB00938	Salmeterol		ADRB1;ADRB2;ADRB3	CYP3A7;CYP3A4;CYP3A5;CYP2C8		approved
DB00939	Meclofenamic acid	SLC22A6;SLCO1C1	PTGS2;PTGS1;KCNQ2;ALOX5;KCNQ3			approved;vet_approved
DB00940	Methantheline		HRH2;CHRM1			investigational;approved
DB00941	Hexafluronium		BCHE			approved
DB00942	Cycrimine		CHRM1			approved
DB00943	Zalcitabine	SLC22A6;SLC22A7;SLC29A2;SLC29A1	pol	CYP2C9;CYP3A43;DCK;CYP2D6;CYP3A7;CYP3A4;CYP3A5	ALB	investigational;approved
DB00944	Demecarium		ACHE;BCHE			approved
DB00945	Acetylsalicylic acid	SLC22A6;SLC22A7;ABCB1	PTGS2;PTGS1;RPS6KA3;TP53;HSPA5;NFKBIA;PRKAA1;IKBKB;EDNRA;NFKB2;AKR1C1	CYP2C9;CYP2C8;CYP2C19	ALB	approved;vet_approved
DB00946	Phenprocoumon		VKORC1	CYP2C9;CYP2C8;CYP3A4	ALB;ORM1	investigational;approved
DB00947	Fulvestrant		ESR1	CYP3A4		investigational;approved
DB00948	Mezlocillin		mrdA;pbp3;pbpA			investigational;approved
DB00949	Felbamate		GRIN2B;GRIN3A;GRIN2A	CYP3A4;CYP2C19;CYP2E1		approved
DB00950	Fexofenadine	SLCO1B1;ABCB1;SLCO1B3;SLCO1A2;SLCO2B1	HRH1	CYP2D6		investigational;approved
DB00951	Isoniazid		inhA;CYP2C8;CYP1A2;CYP2C19;folA;CYP3A4;katG	CYP2C9;CYP2C8;CYP1A2;CYP2D6;NAT2;CYP2E1;CYP2C19;CYP2A6;nat;CYP3A4	ALB	investigational;approved
DB00952	Naratriptan		HTR1D;HTR1F;HTR1A;HTR1B	MAOA		investigational;approved
DB00953	Rizatriptan		HTR1D;HTR1F;HTR1B	MAOA;CYP1A2		approved
DB00954	Dirithromycin					investigational;approved
DB00955	Netilmicin		rpsL			investigational;approved
DB00956	Hydrocodone		OPRM1;OPRD1	CYP3A4;CYP2D6		illicit;approved
DB00957	Norgestimate	ABCC2	AR;PGR;ESR1	CYP3A4		investigational;approved
DB00958	Carboplatin	ABCG2;SLC31A1;SLC31A2;ATP7A;ABCC2;ATP7B		MT2A;GSTT1;SOD1;MPO;XDH;GSTP1;GSTM1;NQO1;MT1A		approved
DB00959	Methylprednisolone	ABCB1	NR3C1	CYP3A4		approved;vet_approved
DB00960	Pindolol		ADRB1;ADRB2;ADRB3;HTR1A;HTR1B	CYP2D6		investigational;approved
DB00961	Mepivacaine		SCN10A			approved;vet_approved
DB00962	Zaleplon		TSPO;GABRA1	CYP3A7;CYP3A4;CYP3A5;AOX1		illicit;investigational;approved
DB00963	Bromfenac		PTGS2;PTGS1	PTGS2		approved
DB00964	Apraclonidine		ADRA1A;ADRA2A;ADRA2B			approved
DB00965	Ethiodized oil					investigational;approved
DB00966	Telmisartan	ABCB1;ABCG2;ABCC2	PPARG;AGTR1	CYP2C19		investigational;approved
DB00967	Desloratadine	ABCB1	HRH1	CYP2C9;CYP1A2;CYP2C19;CYP2D6		investigational;approved
DB00968	Methyldopa	SLC15A1	DDC;ADRA2A	COMT		approved
DB00969	Alosetron		HTR3A	CYP2C9;CYP3A4;CYP1A2;CYP2E1		approved;withdrawn
DB00970	Dactinomycin	SLC22A5;ABCB1;ABCG2;ABCC6;ABCC1	TOP2A			investigational;approved
DB00971	Selenium Sulfide					approved
DB00972	Azelastine	ABCB1	HRH1	CYP2C9;CYP1A1;CYP1A2;CYP2D6;CYP2C8;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A4;CYP3A5		approved
DB00973	Ezetimibe	ABCG2;ABCG5;ABCG8;SLCO1B1;ABCB1;ABCC2;ABCC3	SOAT1;NPC1L1;ANPEP	UGT2B15;CYP3A4;UGT1A1;UGT2B7;UGT1A3		approved
DB00974	Edetic Acid			CYP1A2;CYP19A1;PON3;ADA		approved;vet_approved
DB00975	Dipyridamole	ABCC4;ABCC5;ABCB1	ORM1;RCAN1;ADA;PDE4A;PDE10A;PDE5A			approved
DB00976	Telithromycin			CYP3A7;CYP1A2;CYP3A5;CYP3A4;CYP2D6		approved
DB00977	Ethinyl Estradiol	ABCB11;SLC10A1;ABCC2;ABCB1	SHBG;NR1I2;ESR1	CYP2C8;CYP3A4		approved
DB00978	Lomefloxacin	SLC22A5;ABCC2	TOP2A;parC;gyrA	CYP1A2		investigational;approved
DB00979	Cyclopentolate		CHRM1	BCHE		approved
DB00980	Ramelteon		MTNR1B;MTNR1A	CYP1A2;CYP2C19;CYP3A4		investigational;approved
DB00981	Physostigmine		CHRNA4;ACHE;CHRNB2			investigational;approved
DB00982	Isotretinoin		RARA			approved
DB00983	Formoterol		ADRB1;ADRB2;ADRB3	CYP2C9;CYP2C19;CYP2A6;CYP2D6		investigational;approved
DB00984	Nandrolone phenpropionate		AR	CYP19A1		illicit;investigational;approved
DB00985	Dimenhydrinate		HRH1			approved
DB00986	Glycopyrronium		CHRM3;CHRM2;CHRM1			investigational;approved;vet_approved
DB00987	Cytarabine	ABCC10;SLC29A1;SLC22A1;SLC22A2	POLB	CYP3A4;DCTD;NT5E;CDA;DCK		investigational;approved
DB00988	Dopamine	SLC22A5;POU5F1;SLC22A1;SLC22A2;SLC22A3	SLC6A3;DBH;SOD1;SLC6A2;DRD4;DRD5;DRD2;DRD3;DRD1;HTR7;HTR3B;HTR3A;SLC6A4;SLC18A2;HTR1A	CYP2C9;DBH;CYP1A2;CYP2D6;COMT;MAOB;MAOA;CYP2C19		approved
DB00989	Rivastigmine		ACHE;BCHE	CYP3A4;CYP2D6		investigational;approved
DB00990	Exemestane		CYP19A1	CYP3A4;CYP19A1		investigational;approved
DB00991	Oxaprozin		PTGS2;PTGS1	CYP2C9		approved
DB00992	Methyl aminolevulinate		FCGR1A			investigational;approved
DB00993	Azathioprine		HPRT1;RAC1	GSTM1;TPMT;GSTA1;GSTA2;XDH		approved
DB00994	Neomycin		rpsL;CASR			approved;vet_approved
DB00995	Auranofin		IKBKB;PRDX5		ALB	investigational;approved
DB00996	Gabapentin		ADORA1;CACNA1B;CACNA2D2;GABBR1;GRIN1;CACNA2D1;GABBR2	BCAT1		investigational;approved
DB00997	Doxorubicin	ABCG2;RALBP1;SLC22A16;ABCB11;ABCB1;ABCC2;ABCC6;ABCB8;ABCC1;ABCC10;ABCC3	NOLC1;TOP2A	NOS1;NOS2;NOS3;CYP1B1;CYP2D6;CYP2B6;POR;CBR1;CBR3;NQO1;NDUFS2;AKR1A1;NDUFS3;NDUFS7;CYP3A4;XDH;AKR1C3	ALB	investigational;approved
DB00998	Frovatriptan		HTR1D;HTR1B	CYP1A2		investigational;approved
DB00999	Hydrochlorothiazide	SLC22A6	CA9;CA2;CA1;CA12;CA4;KCNMA1;SLC12A3			approved;vet_approved
DB01000	Cyclacillin	SLC15A2;SLC22A5;SLC15A1	mecA;pbp3;pbpA			approved
DB01001	Salbutamol		ADRB1;ADRB2;ADRB3	CYP3A4		approved;vet_approved
DB01002	Levobupivacaine		SCN10A	CYP3A4;CYP1A2		investigational;approved
DB01003	Cromoglicic acid		KCNMA1;S100P			approved
DB01004	Ganciclovir	SLC22A6;SLC22A7;SLC22A8;SLC22A1	TK			investigational;approved
DB01005	Hydroxyurea		RRM1	CYP2D6		approved
DB01006	Letrozole		CYP19A1	CYP3A4;CYP19A1;CYP2A6		investigational;approved
DB01007	Tioconazole		CYP51A1;ERG11	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP19A1;CYP2E1;CYP2C19;CYP3A4		approved
DB01008	Busulfan			GSTM1;GSTA1;GSTA2;MGST2;GSTP1;CYP3A4		investigational;approved
DB01009	Ketoprofen	SLC22A11;SLC22A6;SLC22A7;SLCO1A2;ABCC4;SLC22A8	PTGS2;PTGS1;CXCR1	CYP2C9;CYP2C8	ALB	approved;vet_approved
DB01010	Edrophonium		ACHE;BCHE			approved
DB01011	Metyrapone	ABCC3	camC;CYP11B1	CYP11B1;CYP11B2;CYP3A4;CYP2A6;CYP2E1		investigational;approved
DB01012	Cinacalcet		CASR	CYP3A4;CYP1A2;CYP2D6		approved
DB01013	Clobetasol propionate		NR3C1	CYP1A1;CYP1A2		approved
DB01014	Balsalazide		PPARG;PTGS1;ALOX5;PTGS2	azr		investigational;approved
DB01015	Sulfamethoxazole		GSTP1;folP;folC	CYP2C9;CYP2C8;PTGS1;NAT2;NAT1;UGT1A9;CYP3A4	ALB	approved
DB01016	Glyburide	ABCG2;SLC22A6;ABCB1;ABCB11;SLC22A7;SLCO1A2;SLCO2B1;SLC15A2;SLC15A1;ABCC1;ABCC2;ABCC3	CPT1A;KCNJ11;KCNJ5;ABCB11;ABCC8;ABCC9;ABCA1;CFTR	CYP2C9;CYP3A4;CYP2C19	ALB	approved
DB01017	Minocycline	SLC22A6;SLC22A7;SLC22A8;SLC22A11	rpsD;CASP3;CASP1;ALOX5;rpsI;VEGFA;CYCS;MMP9;IL1B			investigational;approved
DB01018	Guanfacine		ADRA2A;ADRA2B	CYP2C9;CYP3A4;CYP2C19		investigational;approved
DB01019	Bethanechol		CHRM4;CHRM3;CHRM2;CHRM1			approved
DB01020	Isosorbide Mononitrate		GUCY1A2	CYP3A4		approved
DB01021	Trichlormethiazide		CA2;CA1;SLC12A1;ATP1A1;CA4	TPMT		approved;vet_approved
DB01022	Phylloquinone		BGLAP;GGCX			investigational;approved
DB01023	Felodipine	ABCB1	CACNA1H;NR3C2;CACNA1S;CALM1;CACNB2;PDE1A;CACNA1C;CACNA1D;TNNC1;TNNC2;PDE1B;CACNA2D2;CACNA2D1	CYP2C9;CYP2C8;CYP2D6;CYP3A7;CYP3A4;CYP3A5		investigational;approved
DB01024	Mycophenolic acid		IMPDH1;IMPDH2	UGT2B7;UGT1A6;UGT1A7;UGT1A1;UGT1A9		approved
DB01025	Amlexanox		S100A13;S100A12;IL3;FGF1			investigational;approved
DB01026	Ketoconazole	ABCB11;ABCB1;SLCO1A2	KCNH2;CYP21A2;CYP19A1;NR1I3;NR1I2;AR;ERG11	CYP2C9;CYP2C8;CYP1A2;CYP11A1;CYP1B1;CYP2D6;CYP1A1;CYP2B6;CYP2C19;CYP26A1;CYP51A1;CYP3A7;CYP3A4;CYP3A5;CYP11B1;CYP2A6		investigational;approved
DB01028	Methoxyflurane		MT-ND1;GLRA1;GRIA1;KCNA1;ATP2C1;GABRA1;ATP5D	CYP2C9;CYP1A2;CYP2D6;CYP2B6;CYP2E1;CYP2A6;CYP3A4		investigational;approved;vet_approved
DB01029	Irbesartan		AGTR1;JUN	CYP2C9;CYP2C8;PTGS1;CYP2D6;CYP1A2;CYP3A4;UGT1A3		investigational;approved
DB01030	Topotecan	ABCG2;ABCB1	TOP1MT;TOP1	CYP3A4		investigational;approved
DB01031	Ethinamate		CA2;CA1			illicit;approved;withdrawn
DB01032	Probenecid	SLC22A10;SLC10A1;ABCB1;ABCC11;SLCO1A2;SLCO1C1;SLC2A9;SLC16A1;SLC22A12;SLC16A7;SLC22A11;SLC22A5;SLC22A6;SLC22A7;SLC22A1;SLC22A2;ABCC4;ABCC5;ABCC6;SLC22A8;ABCC1;ABCC2;ABCC3	PANX1;SLC22A6;SLC22A8;TAS2R16;SLC22A11	CYP2C9;CYP2C8;CYP3A4;CYP2C19	ALB	investigational;approved
DB01033	Mercaptopurine	SLC28A2;SLC28A3;SLC29A2;SLC29A1;ABCC4;ABCC5;SLC22A8	HPRT1;PPAT;IMPDH1	AOX1;TPMT;XDH		approved
DB01034	Cerulenin		fabF;FASN;fabH;fabB			approved
DB01035	Procainamide	SLC22A4;SLC22A5;SLC22A1;SLC22A2;SLC22A3	DNMT1;SCN5A;KCNH2	BCHE;CYP2D6		approved
DB01036	Tolterodine		CHRM5;CHRM4;CHRM3;CHRM2;CHRM1	CYP2C9;CYP3A4;CYP2C19;CYP2D6		investigational;approved
DB01037	Selegiline	ABCB1	MAOB;MAOA	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A4		investigational;approved;vet_approved
DB01039	Fenofibrate		PPARG;PPARD;NR1I2;mmp20;PPARA	CYP2C9;CYP2C8;CYP3A4		approved
DB01040	Hydroxystilbamidine Isethionate					approved
DB01041	Thalidomide		PTGS2;ORM1;CRBN;NFKB1;FGFR2;TNF	CYP2C9;CYP1A1;PTGS1;PTGS2;CYP1A2;CYP2E1;CYP2C19;CYP3A5		investigational;approved;withdrawn
DB01042	Melphalan	SLC7A5;SLC22A3				approved
DB01043	Memantine	SLC22A2	GRIN2B;DRD2;GRIN3A;CHRNA7;HTR3A;GRIN1;GRIN2A	CYP2C19;CYP2B6;CYP2A6		investigational;approved
DB01044	Gatifloxacin		parC;parE;gyrB;gyrA		ALB	investigational;approved
DB01045	Rifampicin	ABCB1;SLCO1B3;SLCO1B1;ABCB11;SLC22A7;SLCO1A2;SLCO2B1;ABCC5;ABCC1;ABCC2;ABCC3	SLCO1B1;NR1I2;SLCO2B1;ALB;rpoC;rpoB;SLCO1B3;SLCO1A2;CYP51A1	CYP2C9;CYP2C8;CYP1A2;CYP4A11;CYP3A43;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A7;CYP3A4;CYP3A5;UGT1A1		approved
DB01046	Lubiprostone		CLCN2	CBR1		investigational;approved
DB01047	Fluocinonide		SMO;NR3C1		SERPINA6	investigational;approved
DB01048	Abacavir		HLA-B;pol	ADH6;ADK;UGT1A1		investigational;approved
DB01049	Ergoloid mesylate		ADRA1A;DRD2;ADRA2A;DRD1;SLCO2B1;GABRA1;HTR1A	CYP3A4		approved
DB01050	Ibuprofen	ABCB1;SLC22A11;SLC22A6;SLCO1A2;SLCO2B1;ABCC4;SLC22A8;ABCC1	PTGS2;PTGS1;PLAT;PPARG;FABP2;PPARA;THBD;SLC15A1;CFTR;BCL2	CYP2C9;CYP2C8;UGT2B4;PTGS2;UGT2B7;PTGS1;CYP2C19;UGT1A9;UGT1A1;UGT1A3	ALB	approved
DB01051	Novobiocin	ABCG2;ABCB11;SLC22A8;SLC22A6;SLC22A11	gyrB;topA			investigational;approved;vet_approved
DB01053	Benzylpenicillin	SLCO1B1;SLCO3A1;SLCO4A1;SLC22A11;SLC22A4;SLC22A5;SLC22A6;SLCO2B1;SLC15A2;SLC15A1;SLC22A8	SLC15A2;SLC22A8;SLC15A1;bla;pbp3			approved;vet_approved
DB01054	Nitrendipine	ABCB1	CACNA1H;CACNA1S;CACNB2;CACNA1C;CACNA1D;CACNA2D2;CACNG1;CACNA2D1	CYP3A7;CYP3A4;CYP3A5		investigational;approved
DB01055	Mimosine		CCL2;TYR;SHMT1			approved
DB01056	Tocainide		SCN5A	CYP1A2	ALB	approved
DB01057	Echothiophate		BCHE		ALB	approved
DB01058	Praziquantel			CYP3A43;CYP1A2;CYP2D6;CYP2C19;CYP3A7;CYP3A4;CYP3A5		investigational;approved;vet_approved
DB01059	Norfloxacin	SLC22A5;SLC22A6	TOP2A;parC;gyrA	CYP1A1;CYP1A2;CYP2A6;CYP3A7;CYP3A4;CYP3A5		approved
DB01060	Amoxicillin	SLC15A2;SLC22A6;SLC15A1	pbpA	CYP2C19		approved;vet_approved
DB01061	Azlocillin		pbpA			approved
DB01062	Oxybutynin		CHRM3;CHRM2;CHRM1	CYP2C8;CYP3A4;CYP3A5;CYP2D6		investigational;approved
DB01063	Acetophenazine		AR;DRD2;DRD1			approved
DB01064	Isoprenaline		SOD1;ADRB1;ADRB2;ADRB3;PIK3R3;PIK3R2;PIK3R1;MAPK1;PDE4	CYP1A1		investigational;approved
DB01065	Melatonin	SLC22A8	EPX;CALM1;MPO;CALR;ESR1;NQO2;RORB;ASMT;MTNR1B;MTNR1A	CYP2C9;CYP1A1;CYP1A2;IDO1;CYP1B1;ASMT;MPO;CYP19A1;CYP2C19		vet_approved;approved;nutraceutical
DB01066	Cefditoren		penA;pbpA			investigational;approved
DB01067	Glipizide		PPARG;ABCC8	CYP2C9;CYP3A4		investigational;approved
DB01068	Clonazepam		TSPO;GABRA1;NR1I2	NAT2;CYP3A4;CYP2E1	ALB	illicit;approved
DB01069	Promethazine	ABCB1	ADRA1A;CALM1;DRD2;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HTR2A;HRH1;HRH2	CYP2C9;CYP2B6;CYP2D6		investigational;approved
DB01070	Dihydrotachysterol		VDR			approved
DB01071	Mequitazine		HRH1	CYP3A4;CYP2D6		approved
DB01072	Atazanavir	ABCB1;ABCC1	pol	CYP2C9;CYP3A4;CYP1A2	ALB	investigational;approved
DB01073	Fludarabine	SLC28A3;SLC29A1	POLA1;DCK;RRM1			approved
DB01074	Perhexiline		CPT1A;CPT2;KCNH2	CYP3A4;CYP2B6;CYP2D6		investigational;approved
DB01075	Diphenhydramine	SLC22A5;SLC22A1;SLC22A2	CHRM2;HRH1	CYP2C9;CYP1A2;CYP2D6;CYP2B6;PTGS1;CYP2C19;CYP2C18		investigational;approved
DB01076	Atorvastatin	SLCO1B3;SLCO1B1;ABCB1;SLCO1A2;SLCO2B1;ABCC4;ABCC5;ABCC1;ABCC2	AHR;DPP4;HMGCR	CYP2C9;CYP2C8;CYP2D6;UGT2B7;CYP2B6;CYP2C19;CYP3A7;CYP3A4;CYP3A5;UGT1A1;UGT1A3		approved
DB01077	Etidronic acid		ATP6V1A;PTPRS			approved
DB01078	Deslanoside		ATP1A1			approved
DB01079	Tegaserod	SLC6A4	HTR4;HTR2A;HTR2C;HTR2B	CYP2C9;CYP2C8;CYP1A2;CYP2E1;CYP2D6		investigational;approved;withdrawn
DB01080	Vigabatrin	SLC36A1	GABBR1;ABAT			approved
DB01081	Diphenoxylate		OPRM1;OPRD1			illicit;approved
DB01082	Streptomycin	SLC22A6	rpsL;PADI4			approved;vet_approved
DB01083	Orlistat		FASN;PNLIP;LIPF	CYP3A4;PLA2G4A		investigational;approved
DB01084	Emedastine		HRH1			approved
DB01085	Pilocarpine		CHRM4;CHRM3;CHRM2;CHRM1	CYP3A4;CYP2A6;CYP2E1		investigational;approved
DB01086	Benzocaine	ABCB1	SCN10A	CES1		investigational;approved
DB01087	Primaquine		NQO2;KRT7	CYP1A1;CYP3A4;CYP1B1;CYP1A2;CYP2D6		approved
DB01088	Iloprost	SLCO3A1;SLCO2A1;SLCO2B1	PTGDR2;PLAT;PTGER1;PTGIR;PDE4A;PDE4B;PDE4C;PDE4D			investigational;approved
DB01089	Deserpidine		SLC18A2			approved
DB01090	Pentolinium		CHRNB4;CHRNA10;CHRNA3			approved
DB01091	Butenafine		SQLE			approved
DB01092	Ouabain	SLCO1B3;SLCO1B1;SLCO4C1;SLCO1A2;SLC22A8;SLCO1C1	ATP1A3;ATP1A2;ATP1A1	CYP1A1		approved
DB01093	Dimethyl sulfoxide			CYP3A4;CYP2C19;CYP2D6	TTR	approved;vet_approved
DB01094	Hesperetin	ABCG2	SOAT2;SHBG;SOAT1;MTTP	CYP1A2		approved
DB01095	Fluvastatin	SLCO1B1;SLCO1B3;SLC15A1;ABCC2;SLCO2B1	HMGCR	CYP2C9;CYP1A1;CYP1A2;CYP2D6;CYP2C8;CYP2B6;CYP2C19;UGT2B7;CYP3A4;CYP3A5;UGT1A1;UGT1A3		approved
DB01096	Oxamniquine			CYP2D6		approved
DB01097	Leflunomide	ABCG2	AHR;DHODH;PTK2B	CYP2C9;CYP1A2		investigational;approved
DB01098	Rosuvastatin	ABCG2;ABCB11;SLC7A11;SLCO1B1;SLCO1B3;SLCO1A2;SLCO2B1;ABCC4;ABCC1;ABCC2	HMGCR	CYP2C9;CYP3A4;CYP3A5;CYP2C19	ALB	approved
DB01099	Flucytosine		DNMT1;TMP1			investigational;approved
DB01100	Pimozide	ABCB1	CALM1;DRD2;DRD3;KCNH2	CYP1A2;CYP2D6;CYP2E1;CYP2C19;CYP3A7;CYP3A4;CYP3A5		approved
DB01101	Capecitabine		TYMS	CES1;CYP2C9;TYMP;CDA;DPYD		investigational;approved
DB01102	Arbutamine		ADRB1;ADRB2;ADRB3			approved
DB01103	Quinacrine	ABCB1;SLC22A2	PLA2G6;PLA2G4A;PLCL1	CYP3A4;CYP3A5;HNMT		investigational;approved
DB01104	Sertraline	ABCB1	SLC6A3;PGRMC1;SLC6A4	CYP2C9;CYP1A2;CYP2D6;CYP2B;CYP2B6;MAOB;MAOA;CYP2C19;CYP3A4	ALB	approved
DB01105	Sibutramine		SLC6A3;SLC6A2;SLC6A4	CYP3A4		illicit;investigational;approved;withdrawn
DB01106	Levocabastine		NTSR2;HRH1			investigational;approved
DB01107	Methyprylon		GABRA1	CYP2D6		illicit;approved;withdrawn
DB01108	Trilostane		ESR2;HSD3B1;HSD3B2;ESR1			investigational;withdrawn;approved;vet_approved
DB01109	Heparin		SERPINC1;FGFR2;FGF2;FGF19;PF4;HGF;F10;FGF4;SELP;FGFR4;FGF1;FGFR1	HPSE		investigational;approved
