Gene,Gene ID,drugs,ID,ADME
HDAC4,9759,"Zinc,Romidepsin","DB01593,DB06176",
HDAC6,10013,Romidepsin,DB06176,
HDAC8,55869,Zinc,DB01593,
HDAC9,9734,Valproic Acid,DB00313,
HDC,3067,Pyridoxal Phosphate,DB00114,
HEXB,3074,Pyrimethamine,DB00205,
HGS,9146,Citric Acid,DB04272,
HIBADH,11112,NADH,DB00157,
HIF1A,3091,Carvedilol,DB01136,
HINT1,3094,Sofosbuvir,DB08934,True
HISD,NaN,Glycerin,DB09462,
HLA-DQA2,3118,Insulin Pork,DB00071,
HLA-DQB1,3119,Insulin Pork,DB00071,
HM13,81502,Theophylline,DB00277,
HMGCR,3156,"NADH,Pravastatin,Lovastatin,Cerivastatin,Simvastatin,Atorvastatin,Fluvastatin,Rosuvastatin,Pitavastatin,Cannabidiol,Ubidecarenone","DB00157,DB00175,DB00227,DB00439,DB00641,DB01076,DB01095,DB01098,DB08860,DB09061,DB09270",True
HMOX1,3162,NADH,DB00157,
HMOX2,3163,NADH,DB00157,
HNF4G,3174,Palmitic Acid,DB03796,
HNMT,3176,"Quinacrine,Histamine","DB01103,DB05381",True
HPGD,3248,NADH,DB00157,
HPGDS,27306,"Glutathione,Tretinoin,Glycerin","DB00143,DB00755,DB09462",
HPR,3250,Zinc,DB01593,
HPRT1,3251,Mercaptopurine,DB01033,
HRH1,3269,"Citalopram,Benzatropine,Ziprasidone,Clemastine,Amitriptyline,Olanzapine,Cetirizine,Terfenadine,Buclizine,Clozapine,Doxylamine,Mirtazapine,Dexbrompheniramine,Loxapine,Promazine,Triprolidine,Cyproheptadine,Loratadine,Imipramine,Chlorpromazine,Nortriptyline,Amoxapine,Lamotrigine,Hydroxyzine,Cinnarizine,Astemizole,Trazodone,Azatadine,Trimipramine,Risperidone,Meclizine,Carbinoxamine,Epinastine,Olopatadine,Propiomazine,Tripelennamine,Tolazoline,Brompheniramine,Methdilazine,Ketotifen,Maprotiline,Fexofenadine,Desloratadine,Azelastine,Dimenhydrinate,Promethazine,Mequitazine,Diphenhydramine,Emedastine,Levocabastine,Chlorphenamine,Doxepin,Diphenylpyraline,Desipramine,Orphenadrine,Escitalopram,Cyclizine,Quetiapine,Bromodiphenhydramine,Aripiprazole,Chlorprothixene,Alimemazine,Paliperidone,Methotrimeprazine,Aceprometazine,Phenindamine,Pheniramine,Zuclopenthixol,Clofedanol,Flunarizine,Bepotastine,Iloperidone,Histamine,Cariprazine,Mianserin,Asenapine,Levocetirizine,Mepyramine,Betahistine,Alcaftadine,Antazoline,Chloropyramine,Dimetindene,Isothipendyl,Perospirone,Chlorcyclizine,Butriptyline,Dosulepin,Lorpiprazole,Acrivastine,Dexchlorpheniramine maleate,Bilastine,Rupatadine","DB00215,DB00245,DB00246,DB00283,DB00321,DB00334,DB00341,DB00342,DB00354,DB00363,DB00366,DB00370,DB00405,DB00408,DB00420,DB00427,DB00434,DB00455,DB00458,DB00477,DB00540,DB00543,DB00555,DB00557,DB00568,DB00637,DB00656,DB00719,DB00726,DB00734,DB00737,DB00748,DB00751,DB00768,DB00777,DB00792,DB00797,DB00835,DB00902,DB00920,DB00934,DB00950,DB00967,DB00972,DB00985,DB01069,DB01071,DB01075,DB01084,DB01106,DB01114,DB01142,DB01146,DB01151,DB01173,DB01175,DB01176,DB01224,DB01237,DB01238,DB01239,DB01246,DB01267,DB01403,DB01615,DB01619,DB01620,DB01624,DB04837,DB04841,DB04890,DB04946,DB05381,DB06016,DB06148,DB06216,DB06282,DB06691,DB06698,DB06766,DB08799,DB08800,DB08801,DB08802,DB08922,DB08936,DB09016,DB09167,DB09195,DB09488,DB09555,DB11591,DB11614",
HRH2,3274,"Betazole,Amitriptyline,Olanzapine,Loxapine,Cimetidine,Nizatidine,Epinastine,Tolazoline,Ranitidine,Famotidine,Methantheline,Promethazine,Doxepin,Histamine,Asenapine,Roxatidine acetate","DB00272,DB00321,DB00334,DB00408,DB00501,DB00585,DB00751,DB00797,DB00863,DB00927,DB00940,DB01069,DB01142,DB05381,DB06216,DB08806",
HRH3,11255,"Mirtazapine,Histamine,Betahistine,Pitolisant","DB00370,DB05381,DB06698,DB11642",
HRH4,59340,"Amitriptyline,Olanzapine,Clozapine,Loxapine,Chlorpromazine,Amoxapine,Doxepin,Histamine,Mianserin","DB00321,DB00334,DB00363,DB00408,DB00477,DB00543,DB01142,DB05381,DB06148",
HRNR,388697,Zinc,DB01593,
HS3ST3A1,9955,Citric Acid,DB04272,
HSD11B1,3290,"NADH,Prednisone","DB00157,DB00635",
HSD11B2,3291,"NADH,Hydrocortisone,Fluoxymesterone","DB00157,DB00741,DB01185",
HSD17B1,3292,"NADH,Prasterone","DB00157,DB01708",
HSD17B10,3028,NADH,DB00157,
HSD17B2,3294,"NADH,Estradiol,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00157,DB00783,DB13952,DB13953,DB13954,DB13955,DB13956",
HSD17B3,3293,NADH,DB00157,
HSD17B4,3295,NADH,DB00157,
HSD17B6,8630,Succinic acid,DB00139,
HSD17B7,51478,NADH,DB00157,
HSD17B8,7923,NADH,DB00157,
HSD3B1,3283,"NADH,Hydrocortisone,Trilostane,Tibolone","DB00157,DB00741,DB01108,DB09070",True
HSD3B2,3284,"NADH,Medroxyprogesterone acetate,Trilostane,Tibolone","DB00157,DB00603,DB01108,DB09070",True
HSP90AA1,3320,Rifabutin,DB00615,
HSP90B1,7184,Rifabutin,DB00615,
HSPA5,3309,Acetylsalicylic acid,DB00945,
HSPA8,3312,Dasatinib,DB01254,
HTR1A,3350,"Eletriptan,Ziprasidone,Methysergide,Cabergoline,Ropinirole,Zolmitriptan,Amitriptyline,Olanzapine,Clozapine,Loxapine,Pramipexole,Imipramine,Chlorpromazine,Buspirone,Nortriptyline,Amoxapine,Propranolol,Lisuride,Trazodone,Sumatriptan,Ergotamine,Apomorphine,Trimipramine,Risperidone,Alprenolol,Ondansetron,Naratriptan,Pindolol,Dopamine,Ergoloid mesylate,Doxepin,Nefazodone,Desipramine,Pergolide,Bromocriptine,Ketamine,Quetiapine,Aripiprazole,Paliperidone,Penbutolol,Yohimbine,Acepromazine,Alverine,Molindone,Pipotiazine,Thioproperazine,Flibanserin,Iloperidone,Rotigotine,Cariprazine,Mianserin,Asenapine,Vilazodone,Cinitapride,Lurasidone,Perospirone,Cannabidiol,Vortioxetine,Brexpiprazole,Dosulepin,Pirlindole,Tianeptine","DB00216,DB00246,DB00247,DB00248,DB00268,DB00315,DB00321,DB00334,DB00363,DB00408,DB00413,DB00458,DB00477,DB00490,DB00540,DB00543,DB00571,DB00589,DB00656,DB00669,DB00696,DB00714,DB00726,DB00734,DB00866,DB00904,DB00952,DB00960,DB00988,DB01049,DB01142,DB01149,DB01151,DB01186,DB01200,DB01221,DB01224,DB01238,DB01267,DB01359,DB01392,DB01614,DB01616,DB01618,DB01621,DB01622,DB04908,DB04946,DB05271,DB06016,DB06148,DB06216,DB06684,DB08810,DB08815,DB08922,DB09061,DB09068,DB09128,DB09167,DB09244,DB09289",
HTR1B,3351,"Eletriptan,Ziprasidone,Methysergide,Cabergoline,Ropinirole,Zolmitriptan,Dihydroergotamine,Amitriptyline,Olanzapine,Clozapine,Loxapine,Pramipexole,Amoxapine,Propranolol,Lisuride,Sumatriptan,Ergotamine,Apomorphine,Ondansetron,Almotriptan,Naratriptan,Rizatriptan,Pindolol,Frovatriptan,Pergolide,Bromocriptine,Quetiapine,Aripiprazole,Penbutolol,Yohimbine,Asenapine,Vortioxetine","DB00216,DB00246,DB00247,DB00248,DB00268,DB00315,DB00320,DB00321,DB00334,DB00363,DB00408,DB00413,DB00543,DB00571,DB00589,DB00669,DB00696,DB00714,DB00904,DB00918,DB00952,DB00953,DB00960,DB00998,DB01186,DB01200,DB01224,DB01238,DB01359,DB01392,DB06216,DB09068",
HTR1D,3352,"Eletriptan,Ziprasidone,Cabergoline,Ropinirole,Zolmitriptan,Dihydroergotamine,Amitriptyline,Olanzapine,Clozapine,Loxapine,Pramipexole,Lisuride,Sumatriptan,Ergotamine,Apomorphine,Trimipramine,Risperidone,Almotriptan,Naratriptan,Rizatriptan,Frovatriptan,Pergolide,Bromocriptine,Quetiapine,Aripiprazole,Paliperidone,Yohimbine","DB00216,DB00246,DB00248,DB00268,DB00315,DB00320,DB00321,DB00334,DB00363,DB00408,DB00413,DB00589,DB00669,DB00696,DB00714,DB00726,DB00734,DB00918,DB00952,DB00953,DB00998,DB01186,DB01200,DB01224,DB01238,DB01267,DB01392",
HTR1E,3354,"Eletriptan,Ziprasidone,Methysergide,Olanzapine,Clozapine,Loxapine,Quetiapine,Aripiprazole","DB00216,DB00246,DB00247,DB00334,DB00363,DB00408,DB01224,DB01238",
HTR1F,3355,"Eletriptan,Methysergide,Zolmitriptan,Sumatriptan,Ergotamine,Naratriptan,Rizatriptan,Mianserin","DB00216,DB00247,DB00315,DB00669,DB00696,DB00952,DB00953,DB06148",
HTR2A,3356,"Ziprasidone,Methysergide,Cabergoline,Ropinirole,Amitriptyline,Olanzapine,Clozapine,Mirtazapine,Loxapine,Remoxipride,Pramipexole,Promazine,Cyproheptadine,Imipramine,Chlorpromazine,Haloperidol,Nortriptyline,Amoxapine,Lamotrigine,Fenfluramine,Lisuride,Cisapride,Fluphenazine,Trazodone,Thioridazine,Ergotamine,Apomorphine,Paroxetine,Trimipramine,Risperidone,Epinastine,Propiomazine,Minaprine,Donepezil,Flupentixol,Cyclobenzaprine,Mesoridazine,Maprotiline,Promethazine,Tegaserod,Doxepin,Nefazodone,Desipramine,Pergolide,Bromocriptine,Ketamine,Quetiapine,Aripiprazole,Chlorprothixene,Clomipramine,Paliperidone,Yohimbine,Methotrimeprazine,Acepromazine,Molindone,Pipotiazine,Thioproperazine,Thiothixene,Zuclopenthixol,Fluspirilene,Flibanserin,Iloperidone,Pimavanserin,Cariprazine,Sertindole,Mianserin,Asenapine,Amisulpride,Cinitapride,Lurasidone,Perospirone,Butriptyline,Cannabidiol,Brexpiprazole,Dosulepin,Lorpiprazole,Blonanserin,Zotepine,Pipamperone","DB00246,DB00247,DB00248,DB00268,DB00321,DB00334,DB00363,DB00370,DB00408,DB00409,DB00413,DB00420,DB00434,DB00458,DB00477,DB00502,DB00540,DB00543,DB00555,DB00574,DB00589,DB00604,DB00623,DB00656,DB00679,DB00696,DB00714,DB00715,DB00726,DB00734,DB00751,DB00777,DB00805,DB00843,DB00875,DB00924,DB00933,DB00934,DB01069,DB01079,DB01142,DB01149,DB01151,DB01186,DB01200,DB01221,DB01224,DB01238,DB01239,DB01242,DB01267,DB01392,DB01403,DB01614,DB01618,DB01621,DB01622,DB01623,DB01624,DB04842,DB04908,DB04946,DB05316,DB06016,DB06144,DB06148,DB06216,DB06288,DB08810,DB08815,DB08922,DB09016,DB09061,DB09128,DB09167,DB09195,DB09223,DB09225,DB09286",
HTR2B,3357,"Eletriptan,Methysergide,Cabergoline,Ropinirole,Dihydroergotamine,Olanzapine,Methylergometrine,Mirtazapine,Pramipexole,Triflupromazine,Amoxapine,Fenfluramine,Lisuride,Ergotamine,Apomorphine,Minaprine,Tegaserod,Doxepin,Pergolide,Bromocriptine,Chlorprothixene,Clomipramine,Yohimbine,Cariprazine,Mianserin,Asenapine,Pipamperone","DB00216,DB00247,DB00248,DB00268,DB00320,DB00334,DB00353,DB00370,DB00413,DB00508,DB00543,DB00574,DB00589,DB00696,DB00714,DB00805,DB01079,DB01142,DB01186,DB01200,DB01239,DB01242,DB01392,DB06016,DB06148,DB06216,DB09286",
HTR2C,3358,"Tramadol,Citalopram,Ziprasidone,Methysergide,Cabergoline,Ropinirole,Amitriptyline,Olanzapine,Clozapine,Mirtazapine,Loxapine,Pramipexole,Promazine,Cyproheptadine,Imipramine,Fluoxetine,Chlorpromazine,Nortriptyline,Amoxapine,Fenfluramine,Lisuride,Fluphenazine,Trazodone,Ergotamine,Apomorphine,Trimipramine,Risperidone,Propiomazine,Minaprine,Maprotiline,Tegaserod,Doxepin,Nefazodone,Desipramine,Pergolide,Dexfenfluramine,Bromocriptine,Quetiapine,Aripiprazole,Chlorprothixene,Clomipramine,Paliperidone,Yohimbine,Methotrimeprazine,Lorcaserin,Sertindole,Mianserin,Asenapine,Agomelatine,Captodiame,Lorpiprazole","DB00193,DB00215,DB00246,DB00247,DB00248,DB00268,DB00321,DB00334,DB00363,DB00370,DB00408,DB00413,DB00420,DB00434,DB00458,DB00472,DB00477,DB00540,DB00543,DB00574,DB00589,DB00623,DB00656,DB00696,DB00714,DB00726,DB00734,DB00777,DB00805,DB00934,DB01079,DB01142,DB01149,DB01151,DB01186,DB01191,DB01200,DB01224,DB01238,DB01239,DB01242,DB01267,DB01392,DB01403,DB04871,DB06144,DB06148,DB06216,DB06594,DB09014,DB09195",
HTR3A,3359,"Ziprasidone,Methadone,Olanzapine,Clozapine,Mirtazapine,Palonosetron,Loxapine,Amoxapine,Lamotrigine,Cisapride,Procaine,Trimipramine,Rocuronium,Dolasetron,Granisetron,Ethanol,Ondansetron,Alosetron,Dopamine,Memantine,Chloroprocaine,Tubocurarine,Ketamine,Quetiapine,Metoclopramide,Aripiprazole,Tapentadol,Vortioxetine,Ramosetron,Tropisetron","DB00246,DB00333,DB00334,DB00363,DB00370,DB00377,DB00408,DB00543,DB00555,DB00604,DB00721,DB00726,DB00728,DB00757,DB00889,DB00898,DB00904,DB00969,DB00988,DB01043,DB01161,DB01199,DB01221,DB01224,DB01233,DB01238,DB06204,DB09068,DB09290,DB11699",
HTR3B,9177,"Ethanol,Dopamine","DB00898,DB00988",
HTR3C,170572,Ethanol,DB00898,
HTR3D,200909,Ethanol,DB00898,
HTR3E,285242,Ethanol,DB00898,
HTR4,3360,"Cisapride,Ondansetron,Tegaserod,Metoclopramide,Cinitapride","DB00604,DB00904,DB01079,DB01233,DB08810",
HTR5A,3361,"Olanzapine,Loxapine,Asenapine","DB00334,DB00408,DB06216",
HTR6,3362,"Ziprasidone,Amitriptyline,Olanzapine,Clozapine,Loxapine,Imipramine,Chlorpromazine,Nortriptyline,Amoxapine,Doxepin,Quetiapine,Aripiprazole,Iloperidone,Sertindole,Mianserin,Asenapine,Zotepine","DB00246,DB00321,DB00334,DB00363,DB00408,DB00458,DB00477,DB00540,DB00543,DB01142,DB01224,DB01238,DB04946,DB06144,DB06148,DB06216,DB09225",
HTR7,3363,"Eletriptan,Ziprasidone,Methysergide,Cabergoline,Amitriptyline,Olanzapine,Clozapine,Mirtazapine,Loxapine,Cyproheptadine,Imipramine,Chlorpromazine,Amoxapine,Lisuride,Risperidone,Epinastine,Maprotiline,Dopamine,Bromocriptine,Quetiapine,Aripiprazole,Paliperidone,Iloperidone,Mianserin,Asenapine,Amisulpride,Lurasidone,Vortioxetine,Zotepine","DB00216,DB00246,DB00247,DB00248,DB00321,DB00334,DB00363,DB00370,DB00408,DB00434,DB00458,DB00477,DB00543,DB00589,DB00734,DB00751,DB00934,DB00988,DB01200,DB01224,DB01238,DB01267,DB04946,DB06148,DB06216,DB06288,DB08815,DB09068,DB09225",
IDE,3416,"Insulin Human,Insulin Pork","DB00030,DB00071",
IDH2,3418,Enasidenib,DB13874,
IDH3A,3419,NADH,DB00157,
IDH3B,3420,NADH,DB00157,
IDH3G,3421,NADH,DB00157,
IDO1,3620,"Melatonin,Cannabidiol","DB01065,DB09061",True
IFNAR1,3454,"Peginterferon alfa-2a,Interferon alfa-n1,Interferon alfa-n3,Peginterferon alfa-2b,Interferon beta-1a,Interferon beta-1b,Interferon alfacon-1,Interferon Alfa-2b Recombinant","DB00008,DB00011,DB00018,DB00022,DB00060,DB00068,DB00069,DB00105",
IFNAR2,3455,"Peginterferon alfa-2a,Interferon alfa-n1,Interferon alfa-n3,Peginterferon alfa-2b,Interferon beta-1a,Interferon beta-1b,Interferon alfacon-1,Interferon Alfa-2b Recombinant","DB00008,DB00011,DB00018,DB00022,DB00060,DB00068,DB00069,DB00105",
IFNG,3458,Apremilast,DB05676,
IFNGR1,3459,Interferon gamma-1b,DB00033,
IFNGR2,3460,Interferon gamma-1b,DB00033,
IGF1R,3480,"Insulin Human,Insulin Lispro,Insulin Glargine,Insulin Pork","DB00030,DB00046,DB00047,DB00071",
IGFALS,3483,Zinc,DB01593,
IGFBP3,3486,Alitretinoin,DB00523,
IGFBP7,3490,"Insulin Human,Insulin Pork","DB00030,DB00071",
IGHA1,3493,Zinc,DB01593,
IGHM,3507,Zinc,DB01593,
IGKV1-17,28937,Zinc,DB01593,
IGLV3-21,28796,Zinc,DB01593,
IGSF10,285313,Pyridoxal Phosphate,DB00114,
IKBKB,3551,"Mesalazine,Sulfasalazine,Acetylsalicylic acid,Arsenic trioxide,Acetylcysteine","DB00244,DB00795,DB00945,DB01169,DB06151",
IL15,3600,Cefazolin,DB01327,
IL1B,3553,Minocycline,DB01017,
IL2,3558,"Pseudoephedrine,Cefazolin,Apremilast","DB00852,DB01327,DB05676",
IL2RA,3559,Aldesleukin,DB00041,
IL2RB,3560,Aldesleukin,DB00041,
IL2RG,3561,Aldesleukin,DB00041,
IL3,3562,Zinc,DB01593,
IL4I1,259307,Citric Acid,DB04272,
IL6,3569,Ginseng,DB01404,
IMPDH1,3614,"NADH,Mycophenolate mofetil,Mercaptopurine","DB00157,DB00688,DB01033",
IMPDH2,3615,"NADH,Mycophenolate mofetil","DB00157,DB00688",
INHA,3623,Isoniazid,DB00951,
INS,3630,Zinc,DB01593,
INSR,3643,"Insulin Human,Insulin Lispro,Insulin Glargine,Insulin Pork,Insulin Aspart,Insulin Detemir,Insulin Glulisine","DB00030,DB00046,DB00047,DB00071,DB01306,DB01307,DB01309",
ISYNA1,51477,Glycerin,DB09462,
ITEVIR,NaN,Citric Acid,DB04272,
ITGA5,3678,Resveratrol,DB02709,
ITGAL,3683,"Lovastatin,Simvastatin,Lifitegrast","DB00227,DB00641,DB11611",
ITGB2,3689,Simvastatin,DB00641,
ITGB3,3690,Resveratrol,DB02709,
ITIH1,3697,Zinc,DB01593,
ITIH2,3698,Zinc,DB01593,
ITIH3,3699,Zinc,DB01593,
ITIH4,3700,Zinc,DB01593,
ITK,3702,Pazopanib,DB06589,
ITPA,3704,Citric Acid,DB04272,
ITPR1,3708,"Caffeine,Glycerin","DB00201,DB09462",
JAK1,3716,"Ruxolitinib,Tofacitinib,Baricitinib","DB08877,DB08895,DB11817",
JAK2,3717,"Ruxolitinib,Tofacitinib,Baricitinib","DB08877,DB08895,DB11817",
JAK3,3718,"Tofacitinib,Baricitinib","DB08895,DB11817",
JCHAIN,3512,Zinc,DB01593,
JUN,3725,"Vinblastine,Arsenic trioxide","DB00570,DB01169",
JUP,3728,Zinc,DB01593,
KATG,NaN,Isoniazid,DB00951,
KCNA1,3736,"Enflurane,Amitriptyline,Isoflurane,Methoxyflurane,Nifedipine,Desflurane,Sevoflurane,Dalfampridine","DB00228,DB00321,DB00753,DB01028,DB01115,DB01189,DB01236,DB06637",
KCNA10,3744,Dalfampridine,DB06637,
KCNA2,3737,Dalfampridine,DB06637,
KCNA3,3738,Dalfampridine,DB06637,
KCNA4,3739,Dalfampridine,DB06637,
KCNA5,3741,"Vernakalant,Dalfampridine,Isavuconazole","DB06217,DB06637,DB11633",
KCNA6,3742,Dalfampridine,DB06637,
KCNA7,3743,Dalfampridine,DB06637,
KCNB1,3745,Dalfampridine,DB06637,
KCNB2,9312,Dalfampridine,DB06637,
KCNC1,3746,Dalfampridine,DB06637,
KCNC2,3747,Dalfampridine,DB06637,
KCNC3,3748,Dalfampridine,DB06637,
KCND1,3750,Dalfampridine,DB06637,
KCND2,3751,"Disopyramide,Amitriptyline,Imipramine,Dalfampridine","DB00280,DB00321,DB00458,DB06637",
KCND3,3752,"Disopyramide,Amitriptyline,Imipramine,Vernakalant,Dalfampridine,Isavuconazole","DB00280,DB00321,DB00458,DB06217,DB06637,DB11633",
KCNE1,3753,Indapamide,DB00808,
KCNH1,3756,"Imipramine,Astemizole","DB00458,DB00637",
KCNH2,3757,"Fluvoxamine,Erythromycin,Dofetilide,Amsacrine,Disopyramide,Ibutilide,Terfenadine,Alfuzosin,Loratadine,Prazosin,Imipramine,Fluoxetine,Chlorpromazine,Ciprofloxacin,Doxazosin,Cisapride,Astemizole,Verapamil,Tamoxifen,Thioridazine,Quinidine,Ketoconazole,Procainamide,Perhexiline,Pimozide,Miconazole,Amiodarone,Carvedilol,Doxepin,Nefazodone,Terazosin,Propafenone,Flecainide,Clarithromycin,Halofantrine,Bepridil,Dronedarone,Sertindole,Vernakalant,Isavuconazole,Pitolisant,Betrixaban","DB00176,DB00199,DB00204,DB00276,DB00280,DB00308,DB00342,DB00346,DB00455,DB00457,DB00458,DB00472,DB00477,DB00537,DB00590,DB00604,DB00637,DB00661,DB00675,DB00679,DB00908,DB01026,DB01035,DB01074,DB01100,DB01110,DB01118,DB01136,DB01142,DB01149,DB01162,DB01182,DB01195,DB01211,DB01218,DB01244,DB04855,DB06144,DB06217,DB11633,DB11642,DB12364",True
KCNH6,81033,"Ibutilide,Prazosin,Doxazosin,Miconazole,Terazosin","DB00308,DB00457,DB00590,DB01110,DB01162",
KCNH7,90134,"Ibutilide,Prazosin,Doxazosin,Miconazole,Terazosin","DB00308,DB00457,DB00590,DB01110,DB01162",
KCNJ1,3758,"Bethanidine,Glimepiride,Minoxidil,Tolbutamide,Yohimbine","DB00217,DB00222,DB00350,DB01124,DB01392",
KCNJ11,3767,"Glimepiride,Ibutilide,Verapamil,Glyburide,Thiamylal,Isavuconazole","DB00222,DB00308,DB00661,DB01016,DB01154,DB11633",
KCNJ12,3768,Dofetilide,DB00204,
KCNJ3,3760,"Ethanol,Halothane","DB00898,DB01159",
KCNJ4,3761,Carvedilol,DB01136,
KCNJ5,3762,"Ethanol,Glyburide","DB00898,DB01016",
KCNJ6,3763,"Ethanol,Halothane,Isavuconazole","DB00898,DB01159,DB11633",
KCNJ8,3764,"Phenformin,Thiamylal","DB00914,DB01154",
KCNJ9,3765,"Ethanol,Isavuconazole","DB00898,DB11633",
KCNK1,3775,"Ibutilide,Quinidine","DB00308,DB00908",
KCNK2,3776,"Dofetilide,Dronedarone","DB00204,DB04855",
KCNK3,3777,Halothane,DB01159,
KCNK4-TEX40,106780802,"Insulin Human,Insulin Pork","DB00030,DB00071",
KCNK6,9424,"Ibutilide,Quinidine","DB00308,DB00908",
KCNK9,51305,Halothane,DB01159,
KCNMA1,3778,"Chlorzoxazone,Procaine,Hydrochlorothiazide,Miconazole,Halothane,Trimebutine","DB00356,DB00721,DB00999,DB01110,DB01159,DB09089",
KCNMB1,3779,Miconazole,DB01110,
KCNMB2,10242,Miconazole,DB01110,
KCNMB3,27094,Miconazole,DB01110,
KCNMB4,27345,Miconazole,DB01110,
KCNN1,3780,Miconazole,DB01110,
KCNN2,3781,Miconazole,DB01110,
KCNN3,3782,Miconazole,DB01110,
KCNN4,3783,"Enflurane,Clotrimazole,Quinine,Miconazole,Halothane","DB00228,DB00257,DB00468,DB01110,DB01159",
KCNQ1,3784,"Indapamide,Bepridil,Isavuconazole","DB00808,DB01244,DB11633",
KCNQ2,3785,"Amitriptyline,Diclofenac,Meclofenamic acid,Ezogabine","DB00321,DB00586,DB00939,DB04953",
KCNQ3,3786,"Amitriptyline,Diclofenac,Meclofenamic acid,Ezogabine","DB00321,DB00586,DB00939,DB04953",
KCNQ4,9132,Ezogabine,DB04953,
KCNQ5,56479,Ezogabine,DB04953,
KDR,3791,"Sorafenib,Sunitinib,Pazopanib,Midostaurin,Axitinib,Cabozantinib,Regorafenib,Ponatinib,Lenvatinib,Nintedanib","DB00398,DB01268,DB06589,DB06595,DB06626,DB08875,DB08896,DB08901,DB09078,DB09079",
KHSRP,8570,Resveratrol,DB02709,
KIT,3815,"Sorafenib,Imatinib,Dasatinib,Sunitinib,Nilotinib,Pazopanib,Midostaurin,Regorafenib,Ponatinib,Lenvatinib","DB00398,DB00619,DB01254,DB01268,DB04868,DB06589,DB06595,DB08896,DB08901,DB09078",
KLK3,354,"Mifepristone,Cyproterone acetate","DB00834,DB04839",
KLKB1,3818,"Zinc,Human C1-esterase inhibitor,Conestat alfa","DB01593,DB06404,DB09228",
KNG1,3827,Zinc,DB01593,
KRT1,3848,Zinc,DB01593,
KRT10,3858,Zinc,DB01593,
KRT12,3859,Griseofulvin,DB00400,
KRT14,3861,Zinc,DB01593,
KRT16,3868,Zinc,DB01593,
KRT2,3849,Zinc,DB01593,
KRT5,3852,Zinc,DB01593,
KRT6A,3853,Zinc,DB01593,
KRT7,3855,Primaquine,DB01087,
KRT9,3857,Zinc,DB01593,
KSI,NaN,"Prasterone,Deoxycholic Acid","DB01708,DB03619",
KYAT1,883,Pyridoxal Phosphate,DB00114,
KYAT3,56267,Pyridoxal Phosphate,DB00114,
KYNU,8942,Pyridoxal Phosphate,DB00114,
L1CAM,3897,Ethanol,DB00898,
LALBA,3906,Palmitic Acid,DB03796,
LCK,3932,"Dasatinib,Ponatinib,Nintedanib","DB01254,DB08901,DB09079",
LCN1,3933,Tretinoin,DB00755,
LDHA,3939,"NADH,Nicotinamide","DB00157,DB02701",
LDHAL6A,160287,NADH,DB00157,
LDHAL6B,92483,NADH,DB00157,
LDHB,3945,NADH,DB00157,
LDHC,3948,NADH,DB00157,
LDLR,3949,Ubidecarenone,DB09270,True
LEF1,51176,Etacrynic acid,DB00903,
LEV-1,NaN,Levamisole,DB00848,
LHCGR,3973,"Goserelin,Lutropin alfa,Cetrorelix,Buserelin,Chorionic Gonadotropin (Human)","DB00014,DB00044,DB00050,DB06719,DB09126",
LIMK1,3984,Dabrafenib,DB08912,
LIPF,8513,Orlistat,DB01083,
LOC105376906,105376906,"Indinavir,Nevirapine,Tenofovir disoproxil,Zidovudine,Ritonavir,Efavirenz,Stavudine,Amprenavir,Delavirdine,Lamivudine,Didanosine,Tipranavir,Zalcitabine,Atazanavir,Saquinavir,Darunavir,Fosamprenavir,Lopinavir,Rilpivirine,Dolutegravir,Elvitegravir,Bictegravir","DB00224,DB00238,DB00300,DB00495,DB00503,DB00625,DB00649,DB00701,DB00705,DB00709,DB00900,DB00932,DB00943,DB01072,DB01232,DB01264,DB01319,DB01601,DB08864,DB08930,DB09101,DB11799",
LOC106113036,106113036,Benzoic Acid,DB03793,
LOC112694756,112694756,Deoxycholic Acid,DB03619,
LPA,4018,Aminocaproic Acid,DB00513,
LRP2,4036,"Insulin Human,Insulin Pork,Gentamicin","DB00030,DB00071,DB00798",
LSM6,11157,Citric Acid,DB04272,
LTA,4049,Etanercept,DB00005,
LTA4H,4048,Captopril,DB01197,
LTB4R,1241,Morniflumate,DB09285,
LTC4S,4056,Glutathione,DB00143,
LTF,4057,"Nimesulide,Parecoxib","DB04743,DB08439",
LY96,23643,"Morphine,Methadone","DB00295,DB00333",
LYN,4067,"Dasatinib,Bosutinib,Ponatinib,Nintedanib","DB01254,DB06616,DB08901,DB09079",
MAOA,4128,"Riboflavin,Amphetamine,Nicotine,Phentermine,Zolmitriptan,Phenylephrine,Phenylpropanolamine,Testosterone,Sumatriptan,Procaine,Tranylcypromine,Minaprine,Pseudoephedrine,Zonisamide,Almotriptan,Naratriptan,Rizatriptan,Dopamine,Selegiline,Sertraline,Ephedra,Methamphetamine,Oxymetholone,Capsaicin,Nandrolone decanoate,Pirlindole,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate","DB00140,DB00182,DB00184,DB00191,DB00315,DB00388,DB00397,DB00624,DB00669,DB00721,DB00752,DB00805,DB00852,DB00909,DB00918,DB00952,DB00953,DB00988,DB01037,DB01104,DB01363,DB01577,DB06412,DB06774,DB08804,DB09244,DB13943,DB13944,DB13946",True
